split,file_name,question,answer,receipt_currency,question_category,operations
train,receipt_00330,How much was paid in real money after all the reductions applied?,45000.0,Indonesian rupiah,amount,subtraction
train,receipt_00331,How many positions are with price lower than or equal to 5909.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
train,receipt_00331,How much should be paid for 2 products from the 2nd position?,11818.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00331,What is the maximum unit price in the receipt?,43182.0,Indonesian rupiah,amount,division;sorting
train,receipt_00331,What is the average price in the first 2 positions?,24545.5,Indonesian rupiah,amount,counting;division;sorting;summation
train,receipt_00331,What is the minimum price of a position?,5909.0,Indonesian rupiah,amount,sorting
train,receipt_00331,Which position has the highest amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00331,How many positions does the receipt contain?,2.0,Indonesian rupiah,count,counting
train,receipt_00331,What is the price of the 2nd position in thousands?,5.909,Indonesian rupiah,amount,division;sorting
train,receipt_00331,How many goods in the 2nd position can be purchased for 13705?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00331,How many goods were sold in total?,2.0,Indonesian rupiah,count,summation
train,receipt_00331,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
train,receipt_00331,How much was paid by card?,0.0,Indonesian rupiah,amount,-
train,receipt_00331,What is the cash amount?,54000.0,Indonesian rupiah,amount,-
train,receipt_00331,How much was paid in real money after all the reductions applied?,54000.0,Indonesian rupiah,amount,subtraction
train,receipt_00331,How much in total was paid in taxes?,4909.0,Indonesian rupiah,amount,-
train,receipt_00332,How much is the greatest unit price?,73500.0,Indonesian rupiah,amount,division;sorting
train,receipt_00332,What is the quantity of products in the 4th position?,0.354,Indonesian rupiah,count,sorting
train,receipt_00332,What is the sum of prices in the first 4 positions?,51019.0,Indonesian rupiah,amount,sorting;summation
train,receipt_00332,How many positions are with price lower than 73500.0 in the receipt?,4.0,Indonesian rupiah,count,counting;sorting
train,receipt_00332,What is the price of the 1st position in thousands?,5.0,Indonesian rupiah,amount,division;sorting
train,receipt_00332,What is the position number of the smallest quantity of items?,4.0,Indonesian rupiah,count,sorting
train,receipt_00332,How much should be paid for 3 items from the 5th position?,35700.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00332,How many positions are in the receipt?,5.0,Indonesian rupiah,count,counting
train,receipt_00332,What is the minimum price of a position?,5000.0,Indonesian rupiah,amount,sorting
train,receipt_00332,What is the total amount due?,60523.0,Indonesian rupiah,amount,-
train,receipt_00332,How much was paid via non-cash means?,60523.0,Indonesian rupiah,amount,-
train,receipt_00332,What is the total amount of discounts applied?,2396.0,Indonesian rupiah,amount,-
train,receipt_00334,Which position has the minimum amount?,2.0,Indonesian rupiah,count,sorting
train,receipt_00334,What is the mean price of a position?,26969.6667,Indonesian rupiah,amount,counting;division;summation
train,receipt_00334,How many goods in the 1st position can be purchased for 140531?,4.0,Indonesian rupiah,count,division;sorting
train,receipt_00334,What is the maximum price in the first 2 positions?,56364.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00334,What is the quantity of items in the 3rd position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00334,How many zero prices are among the menu?,0.0,Indonesian rupiah,count,counting
train,receipt_00334,How much in total was paid in taxes?,8091.0,Indonesian rupiah,amount,-
train,receipt_00334,What is the total amount paid?,89000.0,Indonesian rupiah,amount,-
train,receipt_00335,How many positions are with unit price lower than or equal to 9000.0?,2.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00335,What is the minimum price of a position?,17000.0,Indonesian rupiah,amount,sorting
train,receipt_00335,Which position has the smallest amount?,3.0,Indonesian rupiah,count,sorting
train,receipt_00335,How many positions does the receipt contain?,4.0,Indonesian rupiah,count,counting
train,receipt_00335,How much should be paid for 3 items from the 4th position?,60000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00335,What is the price of the 1st position in thousands?,27.0,Indonesian rupiah,amount,division;sorting
train,receipt_00335,How many zero prices are among the menu?,0.0,Indonesian rupiah,count,counting
train,receipt_00335,What is the minimum price in the first 4 positions?,17000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00335,How many goods in the 1st position can be bought for 203216?,22.0,Indonesian rupiah,count,division;sorting
train,receipt_00335,What is the total quantity of goods sold?,7.0,Indonesian rupiah,count,summation
train,receipt_00335,What is the rounding value?,0.0,Indonesian rupiah,amount,-
train,receipt_00335,What is the total amount paid?,83000.0,Indonesian rupiah,amount,-
train,receipt_00335,How much was paid via non-cash means?,83000.0,Indonesian rupiah,amount,-
train,receipt_00336,How many goods in the 1st position can be purchased for 45522?,4.0,Indonesian rupiah,count,division;sorting
train,receipt_00336,What is the price of the 2nd position in thousands?,25.0,Indonesian rupiah,amount,division;sorting
train,receipt_00336,How many positions are in the receipt?,2.0,Indonesian rupiah,count,counting
train,receipt_00336,What is the minimum unit price?,10000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00336,How many positions are with price larger than or equal to 10000.0 in the receipt?,2.0,Indonesian rupiah,count,counting;sorting
train,receipt_00336,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
train,receipt_00336,How much should be paid for 2 products from the 2nd position?,50000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00336,What is the mean price of a position?,17500.0,Indonesian rupiah,amount,counting;division;summation
train,receipt_00336,What is the maximum price in the first 2 positions?,25000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00336,What share of the cash received was used for the payment?,0.7,Indonesian rupiah,ratio,division
train,receipt_00336,What is the total amount due?,35000.0,Indonesian rupiah,amount,-
train,receipt_00336,What is the cash amount?,50000.0,Indonesian rupiah,amount,-
train,receipt_00336,What share of cash was returned as change?,0.3,Indonesian rupiah,ratio,division
train,receipt_00336,What is the change amount?,15000.0,Indonesian rupiah,amount,-
train,receipt_00337,How much should be paid for 2 items from the 2nd position?,56000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00337,How many zero prices are among the menu?,0.0,Indonesian rupiah,count,counting
train,receipt_00337,How many positions are with price larger than 28000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
train,receipt_00337,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
train,receipt_00337,What is the lowest price in the first 2 positions?,28000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00337,What is the largest unit price?,38000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00337,Which position has the smallest amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00337,How many positions were bought?,2.0,Indonesian rupiah,count,counting
train,receipt_00337,What is the minimum price of a position?,28000.0,Indonesian rupiah,amount,sorting
train,receipt_00337,What is the price of the 2nd position in thousands?,28.0,Indonesian rupiah,amount,division;sorting
train,receipt_00337,What is the total amount due?,72600.0,Indonesian rupiah,amount,-
train,receipt_00337,What is the total amount of taxes to be paid?,6600.0,Indonesian rupiah,amount,-
train,receipt_00337,How much was paid digitally?,72600.0,Indonesian rupiah,amount,-
train,receipt_00338,What is the price of the 1st position in thousands?,22.0,Indonesian rupiah,amount,division;sorting
train,receipt_00338,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00338,How much should be paid for 3 products from the 1st position?,66000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00338,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00338,How many positions does the receipt contain?,1.0,Indonesian rupiah,count,counting
train,receipt_00338,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
train,receipt_00338,What is the change amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00338,How much cash was received?,22000.0,Indonesian rupiah,amount,-
train,receipt_00338,What is the total amount paid?,22000.0,Indonesian rupiah,amount,-
train,receipt_00338,What is the ratio of change to cash?,0.0,Indonesian rupiah,ratio,division
train,receipt_00339,What would be the price of the 1st position if the quantity in that position were to change to 1?,19000.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00339,What is the price of the 1st position in thousands?,38.0,Indonesian rupiah,amount,division;sorting
train,receipt_00339,What is the quantity of products in the 1st position?,2.0,Indonesian rupiah,count,sorting
train,receipt_00339,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
train,receipt_00339,What is the quantity of the change?,12000.0,Indonesian rupiah,amount,-
train,receipt_00339,What is the cash amount?,50000.0,Indonesian rupiah,amount,-
train,receipt_00339,What share of cash was returned as change?,0.24,Indonesian rupiah,ratio,division
train,receipt_00339,What is ratio of the amount due and the cash received?,0.76,Indonesian rupiah,ratio,division
train,receipt_00339,What is the total amount paid?,38000.0,Indonesian rupiah,amount,-
train,receipt_00340,How many goods were sold in total?,2.0,Indonesian rupiah,count,summation
train,receipt_00340,What would be the price of the 2nd position if the quantity in that position were to change to 3?,81819.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00340,What is the average price in the first 2 positions?,26136.0,Indonesian rupiah,amount,counting;division;sorting;summation
train,receipt_00340,What is the minimum price of a position?,24999.0,Indonesian rupiah,amount,sorting
train,receipt_00340,What is the largest unit price?,27273.0,Indonesian rupiah,amount,division;sorting
train,receipt_00340,How many positions were bought?,2.0,Indonesian rupiah,count,counting
train,receipt_00340,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00340,How many positions are free of cost?,0.0,Indonesian rupiah,count,counting
train,receipt_00340,What is the position number of the largest quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00340,How many goods in the 2nd position can be bought for 53866?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00340,What is ratio of the amount due and the cash received?,0.5227,Indonesian rupiah,ratio,division
train,receipt_00340,What is the cash value?,110000.0,Indonesian rupiah,amount,-
